1077.09 -23.9875
1077.09 25.9875
1068.75 37.0958
1039.59 75.9625
1039.59 125.938
1031.25 137.046
1002.09 175.913
993.75 187.021
964.585 225.888
964.585 275.863
956.25 286.971
927.085 325.838
918.75 336.946
881.25 336.946
852.085 375.813
852.523 425.788
853.518 475.763
854.658 525.738
881.25 561.176
918.75 561.176
929.608 575.713
956.25 611.218
969.544 625.688
993.75 657.946
1011.36 675.662
1031.25 702.169
1068.75 706.269
1088.19 725.638
1106.25 749.709
1132.84 775.612
1143.75 790.154
1181.25 821.954
1188.23 825.588
1218.75 836.935
1256.25 869.266
1266.5 875.562
1293.75 892.301
1331.25 902.776
1368.75 923.259
1372.93 925.537
1406.25 943.714
1443.75 951.816
1481.25 970.652
1518.75 975.448
1519.16 975.513
1556.25 981.773
1593.75 989.35
1631.25 992.376
1668.75 993.576
1706.25 986.57
1734.75 975.513
1743.75 970.262
1781.25 952.767
1811.36 925.537
1818.75 918.855
1851.01 875.562
1856.25 868.528
1891.97 825.588
1893.75 821.477
1911.48 775.612
1917.95 725.638
1925.88 675.662
1931.25 641.867
1933.78 625.688
1938.14 575.713
1939.24 525.738
1941.37 475.763
1943.73 425.788
1944.77 375.813
1944.37 325.838
1944.32 275.863
1944.44 225.888
1944.08 175.913
1943.03 125.938
1941.63 75.9625
1940.07 25.9875
1940.07 -23.9875
