370100	900	5000	1
370101	900	5000	200
370102	900	5000	400
370103	900	5000	545
370400	900	450	60
370401	900	650	60
370402	900	720	60
370500	900	450	250
370501	900	650	250
370502	900	720	250
370104	1000	5000	1
370105	1000	5000	200
370106	1000	5000	400
370107	1000	5000	600
370108	1000	5000	645
370403	1000	450	60
370404	1000	650	60
370405	1000	820	60
370503	1000	450	250
370504	1000	650	250
370505	1000	820	250
370109	1100	5000	1
370110	1100	5000	200
370111	1100	5000	400
370112	1100	5000	600
370113	1100	5000	745
370406	1100	450	60
370407	1100	650	60
370408	1100	850	60
370409	1100	920	60
370506	1100	450	250
370507	1100	650	250
370508	1100	850	250
370509	1100	920	250
370114	1200	5000	1
370115	1200	5000	100
370116	1200	5000	200
370117	1200	5000	400
370118	1200	5000	600
370119	1200	5000	700
370120	1200	5000	800
370121	1200	5000	845
370122	1200	5000	855
370410	1200	450	60
370411	1200	650	60
370412	1200	850	60
370413	1200	1020	60
370510	1200	450	250
370511	1200	650	250
370512	1200	850	250
370513	1200	1020	250
370123	1300	5000	1
370124	1300	5000	200
370125	1300	5000	400
370126	1300	5000	600
370127	1300	5000	800
370128	1300	5000	945
370414	1300	450	60
370416	1300	850	60
370417	1300	1050	60
370418	1300	1120	60
370514	1300	450	250
370515	1300	650	250
370516	1300	850	250
370517	1300	1050	250
370518	1300	1120	250
370129	1400	5000	1
370130	1400	5000	100
370131	1400	5000	200
370132	1400	5000	400
370133	1400	5000	600
370134	1400	5000	800
370135	1400	5000	1000
370136	1400	5000	1045
370419	1400	450	60
370420	1400	650	60
370421	1400	850	60
370422	1400	1050	60
370423	1400	1220	60
370519	1400	450	250
370520	1400	650	250
370521	1400	850	250
370522	1400	1050	250
370523	1400	1220	250
370137	1500	5000	1
370138	1500	5000	200
370139	1500	5000	400
370140	1500	5000	600
370141	1500	5000	800
370142	1500	5000	1000
370143	1500	5000	1145
370424	1500	450	60
370425	1500	650	60
370426	1500	850	60
370427	1500	1050	60
370428	1500	1250	60
370429	1500	1320	60
370524	1500	450	250
370525	1500	650	250
370526	1500	850	250
370527	1500	1050	250
370528	1500	1250	250
370529	1500	1320	250
370144	1600	5000	1
370145	1600	5000	200
370146	1600	5000	400
370147	1600	5000	600
370148	1600	5000	800
370149	1600	5000	1000
370150	1600	5000	1200
370151	1600	5000	1245
370430	1600	450	60
370431	1600	650	60
370432	1600	850	60
370433	1600	1050	60
370434	1600	1250	60
370435	1600	1420	60
370530	1600	450	250
370531	1600	650	250
370532	1600	850	250
370533	1600	1050	250
370534	1600	1250	250
370535	1600	1420	250
370152	1700	5000	1
370153	1700	5000	200
370154	1700	5000	400
370155	1700	5000	600
370156	1700	5000	800
370157	1700	5000	1000
370158	1700	5000	1200
370159	1700	5000	1345
370436	1700	450	60
370437	1700	650	60
370438	1700	850	60
370439	1700	1050	60
370440	1700	1250	60
370441	1700	1450	60
370442	1700	1520	60
370536	1700	450	250
370537	1700	650	250
370538	1700	850	250
370539	1700	1050	250
370540	1700	1250	250
370541	1700	1450	250
370542	1700	1520	250
370160	1800	5000	1
370161	1800	5000	200
370162	1800	5000	400
370163	1800	5000	600
370164	1800	5000	800
370165	1800	5000	1000
370166	1800	5000	1200
370167	1800	5000	1400
370168	1800	5000	1445
370443	1800	450	60
370444	1800	650	60
370445	1800	850	60
370447	1800	1250	60
370448	1800	1450	60
370449	1800	1620	60
370543	1800	450	250
370544	1800	650	250
370545	1800	850	250
370546	1800	1050	250
370547	1800	1250	250
370548	1800	1450	250
370549	1800	1620	250
370169	1900	5000	1
370170	1900	5000	200
370171	1900	5000	400
370172	1900	5000	600
370173	1900	5000	800
370174	1900	5000	1000
370175	1900	5000	1200
370176	1900	5000	1400
370177	1900	5000	1545
370450	1900	450	60
370451	1900	650	60
370452	1900	850	60
370453	1900	1050	60
370454	1900	1250	60
370455	1900	1450	60
370456	1900	1650	60
370457	1900	1720	60
370550	1900	450	250
370551	1900	650	250
370552	1900	850	250
370553	1900	1050	250
370554	1900	1250	250
370555	1900	1450	250
370556	1900	1650	250
370557	1900	1720	250
370178	2000	5000	1
370179	2000	5000	200
370180	2000	5000	400
370181	2000	5000	600
370182	2000	5000	800
370183	2000	5000	1000
370184	2000	5000	1200
370185	2000	5000	1400
370186	2000	5000	1600
370187	2000	5000	1645
370458	2000	450	60
370459	2000	650	60
370460	2000	850	60
370461	2000	1050	60
370462	2000	1250	60
370463	2000	1450	60
370464	2000	1650	60
370465	2000	1820	60
370558	2000	450	250
370559	2000	650	250
370560	2000	850	250
370561	2000	1050	250
370562	2000	1250	250
370563	2000	1450	250
370564	2000	1650	250
370565	2000	1820	250
370239	2100	5000	1
370240	2100	5000	200
370241	2100	5000	400
370243	2100	5000	800
370244	2100	5000	1000
370245	2100	5000	1200
370246	2100	5000	1400
370247	2100	5000	1600
370248	2100	5000	1745
370249	2200	5000	1
373420	2200	5000	200
373421	2200	5000	400
373422	2200	5000	600
373423	2200	5000	800
373424	2200	5000	1000
373425	2200	5000	1200
373426	2200	5000	1400
373427	2200	5000	1600
373428	2200	5000	1800
373429	2300	5000	1
373430	2300	5000	200
373431	2300	5000	400
373432	2300	5000	600
373433	2300	5000	800
373434	2300	5000	1000
373435	2300	5000	1200
373436	2300	5000	1400
373437	2300	5000	1600
373438	2300	5000	1800
373439	2400	5000	1
373440	2400	5000	200
373441	2400	5000	400
373442	2400	5000	600
373443	2400	5000	800
373444	2400	5000	1000
373445	2400	5000	1200
373446	2400	5000	1400
373447	2400	5000	1600
373448	2400	5000	2000
